BELNR,WAERS,BUKRS,KTOSL,PRCTR,BSCHL,HKONT,DMBTR,WRBTR,label
377854,C8,C88,C9,C93,A1,B1,294978.92,0,regular
377855,C1,C19,C1,C18,A1,B1,378980.46,0,regular
377856,C2,C28,C1,C15,A1,B1,534589.19,0,regular
377857,C1,C14,C8,C81,A1,B3,88978.43,20786,regular
377858,C1,C12,C1,C14,A1,B1,132894.4,0,regular
377859,C1,C15,C1,C14,A1,B1,1758675.54,128,regular
377860,C2,C20,C8,C88,A1,B3,1101364.53,0,regular
377861,C6,C60,C1,C15,A2,B1,465771.34,0,regular
377862,C1,C10,C6,C66,A1,B2,3677437.04,37437,regular
377863,C1,C10,C4,C41,A1,B3,3064296.34,184,regular
377864,C1,C14,C1,C13,A1,B1,136495.49,0,regular
377865,C3,C35,C1,C18,A3,B1,225436.64,0,regular
377866,C6,C60,C1,C19,A2,B1,1204143.37,290,regular
377867,C7,C78,C9,C98,A3,B1,306813.19,0,regular
377868,C3,C36,C9,C97,A3,B1,3076907.62,0,regular
377869,C1,C16,C1,C18,A1,B1,2006967.57,0,regular
377870,C1,C17,C1,C11,A1,B1,434617.28,0,regular
377871,C1,C10,C1,C19,A1,B1,324240.1,0,regular
377872,C6,C63,C1,C10,A2,B1,409457.42,0,regular
377873,C2,C20,C4,C47,A1,B3,1331417.94,0,regular
377874,C1,C19,C3,C30,A1,B2,23211.69,0,regular
377875,C6,C62,C1,C14,A2,B1,461252.47,0,regular
377876,C2,C26,C2,C20,A1,B3,799032.87,455931,regular
377877,C1,C14,C9,C90,A1,B1,886547.16,0,regular
377878,C3,C39,C7,C77,A3,B2,605234.13,185,regular
377879,C1,C17,C1,C19,A1,B1,5051.03,0,regular
377880,C1,C18,C1,C11,A1,B1,1792213.95,30432,regular
377881,C7,C78,C1,C12,A3,B1,2629623.19,0,regular
377882,C1,C13,C1,C15,A1,B1,1005829.98,0,regular
377883,C1,C17,C1,C16,A1,B1,189989.49,5924,regular
377884,C1,C14,C7,C70,A1,B2,493550.07,50873,regular
377885,C1,C13,C1,C10,A1,B1,3234067.22,1370,regular
377886,C1,C18,C8,C84,A1,B3,882330.66,136,regular
377887,C1,C14,C1,C17,A1,B1,360737.28,0,regular
377888,C8,C81,C1,C18,A1,B1,138785.52,0,regular
377889,C9,C91,C1,C19,A2,B1,534471.04,0,regular
377890,C5,C54,C1,C13,A3,B1,1067873.02,72847,regular
377891,C8,C84,C8,C85,A1,B3,534605.27,104704,regular
377892,C1,C15,C1,C18,A1,B1,583524.24,54739.14,regular
377893,C2,C21,C1,C16,A1,B1,944463.38,10359,regular
377894,C1,C18,C8,C85,A1,B3,77268.86,0,regular
377895,C1,C16,C2,C20,A1,B3,205458.31,0,regular
377896,C9,C90,C5,C54,A2,B1,105412.55,0,regular
377897,C9,C91,C4,C47,A2,B3,514749.34,2095,regular
377898,C8,C85,C2,C28,A1,B3,799709,0,regular
377899,C1,C16,C1,C12,A1,B1,250563.81,0,regular
377900,C1,C13,C8,C89,A1,B3,1362423.99,11051,regular
377901,C1,C17,C2,C28,A1,B3,943207.28,0,regular
377902,C1,C10,C1,C18,A1,B1,4166746.32,228847.37,regular
377903,C1,C10,C1,C16,A1,B1,20574.35,0,regular
377904,C1,C19,C1,C19,A1,B1,279779.19,0,regular
377905,C2,C20,C4,C49,A1,B3,1053653.34,0,regular
377906,C1,C12,C9,C90,A1,B1,859162.78,0,regular
377907,C1,C16,C1,C10,A1,B1,1135744.43,0,regular
377908,C5,C50,C1,C12,A3,B1,490673.46,0,regular
377909,C1,C13,C1,C17,A1,B1,1337422.1,21025,regular
377910,C1,C19,C1,C18,A1,B1,772177.84,52138,regular
377911,C2,C20,C4,C46,A1,B3,216556.3,2180,regular
377912,C4,C43,C4,C45,A2,B3,1391591.02,0,regular
377913,C2,C21,C6,C62,A1,B2,488862.79,0,regular
377914,C4,C41,C1,C15,A2,B1,3076455.86,178931,regular
377915,C1,C16,C7,C79,A1,B2,120813.68,0,regular
377916,C9,C98,C1,C17,A2,B1,428269.84,239235,regular
377917,C1,C15,C4,C41,A1,B3,1015932.25,1051,regular
377918,C1,C19,C9,C93,A1,B1,5838803.23,5838803.23,regular
377919,C5,C54,C1,C11,A3,B1,1090716.95,0,regular
377920,C1,C11,C2,C21,A1,B3,319568.37,6036,regular
377921,C8,C89,C1,C16,A1,B1,306586.53,0,regular
377922,C1,C13,C1,C15,A1,B1,186806.39,5695,regular
377923,C1,C12,C1,C19,A1,B1,162691.86,0,regular
377924,C5,C50,C1,C15,A3,B1,211269.53,20905,regular
377925,C2,C20,C1,C16,A1,B1,398070.31,0,regular
377926,C3,C31,C4,C43,A3,B3,1214324.64,0,regular
377927,C1,C15,C1,C11,A1,B1,238447,0,regular
377928,C9,C99,C1,C12,A2,B1,212592.55,3615.97,regular
377929,C5,C56,C9,C99,A3,B1,1345267.31,203392.37,regular
377930,C1,C11,C1,C10,A1,B1,296854.39,0,regular
377931,C4,C44,C1,C14,A2,B1,927626.98,0,regular
377932,C8,C80,C1,C10,A1,B1,1673124.32,0,regular
377933,C1,C19,C2,C21,A1,B3,1090538.17,0,regular
377934,C7,C70,C1,C18,A3,B1,257367.74,0,regular
377935,C3,C32,C1,C17,A3,B1,422879.39,0,regular
377936,C1,C18,C1,C11,A1,B1,1020224.33,18336.61,regular
377937,C1,C10,C1,C15,A1,B1,1311108.22,0,regular
377938,C1,C13,C1,C14,A1,B1,195221.53,20234,regular
377939,C1,C19,C3,C31,A1,B2,1609677.77,0,regular
377940,C1,C15,C1,C19,A1,B1,542174.66,118973.01,regular
377941,C1,C17,C1,C19,A1,B1,421270.26,191274,regular
377942,C4,C40,C6,C62,A2,B2,26875.65,13674,regular
377943,C1,C10,C1,C16,A1,B1,1596813.11,0,regular
377944,C1,C13,C6,C60,A1,B2,514829.05,0,regular
377945,C1,C14,C1,C18,A1,B1,220023.33,0,regular
377946,C4,C40,C1,C19,A2,B1,458249.46,11848,regular
377947,C1,C18,C3,C32,A1,B2,680328.41,25729,regular
377948,C2,C20,C5,C55,A1,B1,536964.08,68829,regular
377949,C2,C20,C1,C13,A1,B1,407801.62,0,regular
377950,C8,C84,C5,C56,A1,B1,137225.28,377772.33,regular
377951,C3,C37,C2,C20,A3,B3,441738.74,0,regular
377952,C1,C17,C1,C14,A1,B1,1132692.86,19057,regular
377953,C8,C85,C2,C20,A1,B3,1239774.58,50337,regular
377954,C1,C11,C2,C20,A1,B3,2322873.44,0,regular
377955,C2,C27,C1,C17,A1,B1,638739.13,0,regular
377956,C6,C66,C1,C13,A2,B1,1317251.42,0,regular
377957,C1,C16,C1,C19,A1,B1,193851.99,0,regular
377958,C1,C13,C3,C32,A1,B2,794399.7,0,regular
377959,C9,C97,C1,C10,A2,B1,322314.89,31496,regular
377960,C4,C41,C1,C16,A2,B1,1549261.12,0,regular
377961,C2,C24,C1,C19,A1,B1,818121.82,22230,regular
377962,C7,C71,C7,C71,A3,B2,478580.1,72476,regular
377963,C1,C13,C7,C70,A1,B2,665634.29,0,regular
377964,C5,C54,C1,C13,A3,B1,159576.17,18387,regular
377965,C2,C21,C1,C15,A1,B1,125503.85,6652,regular
377966,C1,C15,C1,C18,A1,B1,276622.99,0,regular
377967,C5,C56,C1,C17,A3,B1,1021077.39,0,regular
377968,C1,C14,C2,C27,A1,B3,3080973.39,3080973.39,regular
377969,C5,C50,C4,C48,A3,B3,384259.44,0,regular
377970,C1,C11,C4,C45,A1,B3,252807.41,20281,regular
377971,C4,C47,C2,C20,A2,B3,172771.93,0,regular
377972,C1,C16,C1,C13,A1,B1,722799.78,0,regular
377973,C8,C85,C1,C14,A1,B1,107599.75,0,regular
377974,C1,C15,C1,C11,A1,B1,531147.9,529,regular
377975,C1,C12,C2,C20,A1,B3,174989.18,0,regular
377976,C1,C15,C1,C10,A1,B1,613141.54,0,regular
377977,C1,C11,C1,C16,A1,B1,247651.27,0,regular
377978,C1,C16,C4,C40,A1,B3,839124.33,92205,regular
377979,C4,C48,C5,C59,A2,B1,2012448.74,0,regular
377980,C7,C71,C1,C10,A3,B1,683933.56,0,regular
377981,C1,C15,C3,C34,A1,B2,1112689,0,regular
377982,C1,C10,C1,C10,A1,B1,5868857.14,0,regular
377983,C1,C19,C1,C16,A1,B1,552658.09,0,regular
377984,C1,C10,C2,C20,A1,B3,333144.81,0,regular
377985,C1,C19,C1,C17,A1,B1,356414,2090,regular
377986,C1,C10,C9,C97,A1,B1,271803.07,0,regular
377987,C1,C12,C1,C13,A1,B1,129468.11,278314,regular
377988,C2,C20,C2,C24,A1,B3,10000000,0,regular
377989,C1,C16,C1,C16,A1,B1,385968.04,10436.27,regular
377990,C2,C20,C1,C14,A1,B1,631608.58,0,regular
377991,C9,C96,C1,C14,A2,B1,234721.56,579917,regular
377992,C1,C19,C1,C19,A1,B1,298685.88,0,regular
377993,C1,C14,C5,C54,A1,B1,645344.7,0,regular
377994,C1,C10,C1,C11,A1,B1,122256.24,1285,regular
377995,C2,C22,C9,C97,A1,B1,164558.27,0,regular
377996,C1,C19,C1,C10,A1,B1,7188425.25,7188425.25,regular
377997,C2,C27,C1,C16,A1,B1,379359.85,0,regular
377998,C1,C12,C1,C14,A1,B1,526100.63,0,regular
377999,C2,C27,C1,C13,A1,B1,171635.38,30861,regular
378000,C3,C38,C2,C21,A3,B3,1704467.44,0,regular
378001,C5,C53,C6,C69,A3,B2,826457.15,0,regular
378002,C1,C11,C8,C83,A1,B3,219216.47,4557.39,regular
378003,C1,C13,C1,C18,A1,B1,1835832.07,217552.32,regular
378004,C5,C53,C1,C15,A3,B1,169916.01,114071,regular
378005,C1,C17,C1,C19,A1,B1,630853.85,25598,regular
378006,C5,C50,C2,C23,A3,B3,1102417.85,21333,regular
378007,C1,C10,C1,C11,A1,B1,2718557.47,0,regular
378008,C3,C33,C1,C19,A3,B1,1177676.08,0,regular
378009,C7,C79,C1,C16,A3,B1,1168969.95,637573.74,regular
378010,C1,C18,C9,C96,A1,B1,831926.31,10419,regular
378011,C1,C17,C1,C10,A1,B1,486648.34,434757,regular
378012,C1,C15,C1,C19,A1,B1,1316542.56,0,regular
378013,C1,C10,C2,C21,A1,B3,653476.56,40408,regular
378014,C1,C19,C3,C39,A1,B2,1186218.5,2204,regular
378015,C1,C17,C4,C44,A1,B3,337272.15,135147,regular
378016,C1,C16,C2,C23,A1,B3,3244320.79,0,regular
378017,C7,C73,C1,C11,A3,B1,871259.41,0,regular
378018,C4,C45,C7,C71,A2,B2,459256.8,151306,regular
378019,C1,C15,C7,C71,A1,B2,165878.16,102056,regular
378020,C1,C13,C8,C88,A1,B3,345766.78,2183,regular
378021,C3,C38,C1,C17,A3,B1,323318.09,0,regular
378022,C2,C20,C1,C14,A1,B1,353011.49,10091,regular
378023,C2,C20,C3,C35,A1,B2,36907.77,18271,regular
378024,C4,C42,C4,C47,A2,B3,238101.89,0,regular
378025,C3,C39,C7,C75,A3,B2,1230739.38,66762,regular
378026,C1,C13,C1,C13,A1,B1,1165994.7,47109.21,regular
378027,C1,C13,C1,C10,A1,B1,1314983.28,114984,regular
378028,C1,C16,C3,C33,A1,B2,111623.87,0,regular
378029,C7,C71,C1,C14,A3,B1,654061.87,0,regular
378030,C5,C53,C6,C64,A3,B2,309029.11,0,regular
378031,C1,C16,C4,C47,A1,B3,138519.99,5193,regular
378032,C9,C99,C1,C10,A2,B1,1032828.07,784,regular
378033,C1,C11,C1,C10,A1,B1,739444.12,0,regular
378034,C1,C14,C1,C19,A1,B1,686916.34,0,regular
378035,C1,C16,C1,C12,A1,B1,114880.16,0,regular
378036,C9,C94,C2,C21,A2,B3,4855355.65,9919,regular
378037,C1,C13,C3,C37,A1,B2,2854478.8,0,regular
378038,C1,C13,C1,C16,A1,B1,231024.43,0,regular
378039,C1,C19,C1,C16,A1,B1,2147736.61,60911,regular
378040,C1,C15,C2,C25,A1,B3,190385.65,0,regular
378041,C1,C13,C1,C19,A1,B1,313486.02,22063,regular
378042,C1,C11,C2,C20,A1,B3,597664.42,6721,regular
378043,C5,C50,C5,C52,A3,B1,127264.72,0,regular
378044,C2,C28,C1,C14,A1,B1,39509.62,0,regular
378045,C1,C14,C1,C19,A1,B1,755048.91,0,regular
378046,C2,C23,C1,C10,A1,B1,824741,124573,regular
378047,C1,C19,C1,C16,A1,B1,1324627.23,10998,regular
378048,C5,C54,C6,C69,A3,B2,254604.25,139,regular
378049,C1,C18,C1,C11,A1,B1,20319.51,0,regular
378050,C1,C11,C2,C25,A1,B3,294222.14,0,regular
378051,C5,C50,C1,C18,A3,B1,3226823.2,29929,regular
378052,C1,C12,C4,C44,A1,B3,119984.92,22420,regular
378053,C3,C34,C8,C88,A3,B3,1189850.27,0,regular
378054,C1,C17,C1,C13,A1,B1,306190.04,83929,regular
378055,C4,C48,C1,C10,A2,B1,2349487.75,106698,regular
378056,C1,C14,C4,C48,A1,B3,394714.5,0,regular
378057,C1,C15,C1,C11,A1,B1,410666.12,24524,regular
378058,C8,C89,C1,C16,A1,B1,326707.11,0,regular
378059,C3,C36,C1,C10,A3,B1,249764.47,0,regular
378060,C9,C94,C5,C55,A2,B1,23173.46,0,regular
378061,C1,C19,C1,C10,A1,B1,247909.82,0,regular
378062,C1,C12,C3,C35,A1,B2,361559.69,361559.69,regular
378063,C2,C20,C1,C11,A1,B1,792970.35,111904,regular
378064,C1,C12,C1,C10,A1,B1,2109469.05,0,regular
378065,C9,C93,C1,C16,A2,B1,300318.13,19006,regular
378066,C2,C26,C5,C54,A1,B1,224544.29,106011,regular
378067,C1,C19,C1,C16,A1,B1,15483.42,0,regular
378068,C8,C87,C5,C58,A1,B1,1460485.32,31672,regular
378069,C1,C18,C2,C28,A1,B3,166069.98,0,regular
378070,C1,C13,C1,C18,A1,B1,41728.08,24678,regular
378071,C6,C62,C8,C83,A2,B3,259214.99,29281,regular
378072,C1,C18,C1,C15,A1,B1,457195.45,0,regular
378073,C1,C19,C2,C21,A1,B3,795869.25,0,regular
378074,C3,C34,C3,C35,A3,B2,1310050.37,0,regular
378075,C1,C12,C1,C18,A1,B1,338441.22,0,regular
378076,C1,C11,C8,C81,A1,B3,719413.82,0,regular
378077,C1,C15,C1,C17,A1,B1,284628.56,0,regular
378078,C7,C78,C1,C17,A3,B1,2505175.62,3090,regular
378079,C1,C11,C9,C94,A1,B1,1029945.71,0,regular
378080,C2,C21,C2,C29,A1,B3,63140.94,0,regular
378081,C1,C12,C1,C11,A1,B1,362748.98,0,regular
378082,C2,C20,C6,C65,A1,B2,610993.35,58139.86,regular
378083,C1,C10,C1,C16,A1,B1,85217.76,49205,regular
378084,C1,C10,C5,C53,A1,B1,425835.2,76514,regular
378085,C1,C14,C9,C97,A1,B1,205720.69,0,regular
378086,C1,C16,C1,C14,A1,B1,142829.56,0,regular
378087,C2,C20,C1,C10,A1,B1,2081022.61,10946,regular
378088,C7,C72,C1,C16,A3,B1,232052.57,168098.49,regular
378089,C9,C92,C1,C14,A2,B1,868383.77,140808,regular
378090,C9,C97,C1,C18,A2,B1,157003,0,regular
378091,C1,C11,C1,C10,A1,B1,1164270.46,0,regular
378092,C1,C10,C1,C11,A1,B1,405419.12,22697,regular
378093,C4,C42,C1,C18,A2,B1,1625531.35,26275,regular
378094,C1,C15,C2,C21,A1,B3,494869.37,103233.68,regular
378095,C4,C47,C1,C13,A2,B1,1196962.54,0,regular
378096,C6,C60,C1,C10,A2,B1,1770092.3,24866,regular
378097,C1,C10,C6,C62,A1,B2,311914.4,0,regular
378098,C2,C21,C1,C18,A1,B1,965313.93,49483,regular
378099,C1,C10,C2,C20,A1,B3,1066025.03,0,regular
378100,C4,C47,C5,C54,A2,B1,534296.9,11470,regular
378101,C3,C32,C1,C19,A3,B1,1810342.43,0,regular
378102,C8,C85,C1,C14,A1,B1,1183325.04,0,regular
378103,C5,C59,C7,C72,A3,B2,1271791.44,0,regular
378104,C1,C19,C4,C41,A1,B3,138563.19,4197,regular
378105,C1,C10,C2,C27,A1,B3,1373323.61,0,regular
378106,C1,C14,C1,C18,A1,B1,39510.69,0,regular
378107,C1,C18,C1,C17,A1,B1,1240152.71,0,regular
378108,C5,C55,C1,C10,A3,B1,1643767.89,0,regular
378109,C1,C19,C1,C12,A1,B1,10000000,103163,regular
378110,C1,C18,C1,C19,A1,B1,511764.01,0,regular
378111,C1,C11,C1,C19,A1,B1,233582.32,0,regular
378112,C1,C13,C1,C17,A1,B1,1595605.54,0,regular
378113,C6,C60,C2,C20,A2,B3,2535.38,0,regular
378114,C4,C40,C1,C14,A2,B1,979535.74,0,regular
378115,C1,C13,C3,C38,A1,B2,1846393.42,0,regular
378116,C1,C14,C3,C39,A1,B2,95624.16,0,regular
378117,C2,C20,C2,C21,A1,B3,2090325.46,7194,regular
378118,C1,C12,C1,C14,A1,B1,558009.93,15909,regular
378119,C7,C78,C2,C26,A3,B3,1539239.67,0,regular
378120,C5,C59,C1,C18,A3,B1,467277.06,0,regular
378121,C1,C18,C1,C14,A1,B1,1244891.17,20374,regular
378122,C1,C16,C1,C19,A1,B1,197042.86,97883.98,regular
378123,C1,C15,C1,C17,A1,B1,725967.99,101156.84,regular
378124,C5,C55,C4,C41,A3,B3,214670.79,0,regular
378125,C1,C13,C4,C44,A1,B3,497900.13,0,regular
378126,C1,C18,C1,C17,A1,B1,661901.58,271,regular
378127,C1,C14,C1,C14,A1,B1,328504.24,0,regular
378128,C1,C17,C2,C20,A1,B3,614655.19,168005.19,regular
378129,C9,C91,C1,C17,A2,B1,793703.84,0,regular
378130,C1,C12,C7,C70,A1,B2,778355.27,82402,regular
378131,C1,C11,C1,C17,A1,B1,211710.32,102895,regular
378132,C1,C14,C6,C61,A1,B2,329300.86,0,regular
378133,C1,C10,C2,C20,A1,B3,105577.14,0,regular
378134,C1,C18,C9,C95,A1,B1,535980.76,0,regular
378135,C1,C19,C1,C19,A1,B1,2517711.33,267,regular
378136,C2,C27,C1,C18,A1,B1,68864.24,0,regular
378137,C1,C18,C1,C19,A1,B1,132050.73,112314,regular
378138,C1,C15,C1,C13,A1,B1,164058.84,140515,regular
378139,C1,C10,C5,C57,A1,B1,34604.73,286,regular
378140,C4,C47,C3,C37,A2,B2,217314.3,0,regular
378141,C1,C17,C2,C21,A1,B3,35306.96,8952,regular
378142,C1,C17,C2,C27,A1,B3,67441.48,0,regular
378143,C3,C36,C1,C13,A3,B1,1649818.97,1649818.97,regular
378144,C1,C11,C5,C58,A1,B1,2736119.3,61041,regular
378145,C2,C22,C2,C22,A1,B3,265456.72,10757,regular
378146,C2,C20,C1,C11,A1,B1,403267,0,regular
378147,C2,C20,C3,C39,A1,B2,230676.14,0,regular
378148,C2,C28,C1,C16,A1,B1,191154.85,20330,regular
378149,C1,C11,C1,C16,A1,B1,1063636.53,0,regular
378150,C1,C16,C1,C10,A1,B1,82365.35,137577,regular
378151,C1,C12,C7,C78,A1,B2,1821331.17,0,regular
378152,C9,C92,C1,C18,A2,B1,525880.72,0,regular
378153,C1,C16,C1,C13,A1,B1,644097.85,24195,regular
378154,C1,C11,C4,C47,A1,B3,323779.81,179,regular
378155,C4,C48,C2,C21,A2,B3,7532221.49,0,regular
378156,C1,C13,C2,C21,A1,B3,554563.36,37326.4,regular
378157,C7,C72,C2,C21,A3,B3,1384156.42,0,regular
378158,C4,C43,C1,C18,A2,B1,297301.38,0,regular
378159,C1,C17,C2,C28,A1,B3,1274346.68,0,regular
378160,C2,C20,C4,C47,A1,B3,503310.65,13971,regular
378161,C1,C11,C7,C78,A1,B2,433455.89,0,regular
378162,C2,C20,C1,C13,A1,B1,75871.72,37198,regular
378163,C3,C36,C1,C13,A3,B1,473461.87,0,regular
378164,C1,C12,C1,C14,A1,B1,3157026.47,347,regular
378165,C1,C13,C1,C11,A1,B1,197778.74,0,regular
378166,C5,C50,C6,C64,A3,B2,133947.35,100214,regular
378167,C1,C16,C1,C14,A1,B1,41716.48,0,regular
378168,C1,C11,C2,C21,A1,B3,650975.45,67496.81,regular
378169,C1,C19,C1,C15,A1,B1,76084.64,774082.86,regular
378170,C1,C11,C7,C79,A1,B2,769819.19,147210.23,regular
378171,C1,C17,C1,C12,A1,B1,192846.28,7172,regular
378172,C1,C18,C9,C98,A1,B1,536577.48,12411,regular
378173,C5,C59,C8,C81,A3,B3,102868.93,0,regular
378174,C2,C20,C9,C97,A1,B1,422525.89,127732,regular
378175,C1,C19,C1,C13,A1,B1,112482.57,0,regular
378176,C8,C87,C1,C11,A1,B1,297893.75,511,regular
378177,C1,C11,C1,C14,A1,B1,960946.74,0,regular
378178,C5,C50,C4,C41,A3,B3,1252516.1,79995.4,regular
378179,C1,C12,C9,C99,A1,B1,10876334.3,0,regular
378180,C9,C96,C1,C14,A2,B1,216938.19,88846,regular
378181,C1,C15,C1,C16,A1,B1,774350.29,0,regular
378182,C1,C19,C2,C20,A1,B3,31266.67,24923,regular
378183,C7,C73,C3,C36,A3,B2,82118.06,211154,regular
378184,C5,C52,C1,C12,A3,B1,82160.11,0,regular
378185,C1,C13,C5,C56,A1,B1,855933.75,0,regular
378186,C2,C29,C4,C46,A1,B3,675875.2,13026,regular
378187,C1,C13,C1,C12,A1,B1,42470.85,0,regular
378188,C8,C82,C3,C38,A1,B2,165582.59,0,regular
378189,C1,C11,C2,C21,A1,B3,669332.63,86261,regular
378190,C6,C63,C5,C52,A2,B1,10000000,0,regular
378191,C8,C89,C1,C14,A1,B1,1931167.66,6523,regular
378192,C2,C20,C1,C12,A1,B1,1049000.28,113,regular
378193,C8,C88,C1,C15,A1,B1,997968.78,206536,regular
378194,C1,C11,C5,C55,A1,B1,463283.56,670,regular
378195,C3,C35,C7,C75,A3,B2,1204229.93,0,regular
378196,C1,C19,C6,C65,A1,B2,629357.93,10429,regular
378197,C5,C52,C1,C19,A3,B1,518926.34,0,regular
378198,C8,C83,C3,C38,A1,B2,56065.39,0,regular
378199,C1,C14,C2,C23,A1,B3,216848.66,0,regular
378200,C1,C11,C6,C69,A1,B2,1848246.31,0,regular
378201,C7,C76,C8,C88,A3,B3,862538.53,0,regular
378202,C1,C16,C3,C30,A1,B2,2298.25,0,regular
378203,C5,C52,C1,C10,A3,B1,165244.95,20834,regular
378204,C1,C17,C2,C20,A1,B3,497503.84,39503,regular
378205,C1,C16,C8,C84,A1,B3,1408210.98,4068,regular
378206,C1,C15,C6,C61,A1,B2,578271.93,111786,regular
378207,C9,C98,C1,C15,A2,B1,3342740.03,0,regular
378208,C1,C13,C1,C16,A1,B1,342347.23,0,regular
378209,C1,C16,C1,C12,A1,B1,1497187,0,regular
378210,C1,C18,C5,C55,A1,B1,1469398.2,0,regular
378211,C1,C19,C1,C11,A1,B1,330.96,12908,regular
378212,C8,C81,C1,C12,A1,B1,2071885.61,21166,regular
378213,C1,C14,C2,C20,A1,B3,268313.77,0,regular
378214,C2,C21,C1,C18,A1,B1,1096443.49,0,regular
378215,C1,C15,C8,C85,A1,B3,222442.41,221,regular
378216,C1,C19,C1,C12,A1,B1,1735877.1,17509.34,regular
378217,C1,C12,C2,C28,A1,B3,3203193.4,0,regular
378218,C9,C93,C1,C16,A2,B1,34179.96,0,regular
378219,C1,C10,C1,C19,A1,B1,38249.19,0,regular
378220,C8,C87,C1,C14,A1,B1,922961.21,7505,regular
378221,C2,C21,C1,C10,A1,B1,720243.55,0,regular
378222,C2,C25,C1,C19,A1,B1,1727051.67,37127.14,regular
378223,C7,C70,C1,C18,A3,B1,625.53,0,regular
378224,C1,C15,C2,C20,A1,B3,657165.86,0,regular
378225,C1,C13,C6,C65,A1,B2,2084878.54,121002.65,regular
378226,C1,C11,C9,C92,A1,B1,377640.82,0,regular
378227,C7,C71,C1,C16,A3,B1,167517.09,0,regular
378228,C1,C14,C1,C16,A1,B1,623096.07,0,regular
378229,C1,C16,C1,C13,A1,B1,1830297.87,31193,regular
378230,C1,C12,C1,C10,A1,B1,825084.55,38720,regular
378231,C1,C18,C1,C10,A1,B1,153296.29,0,regular
378232,C1,C19,C9,C97,A1,B1,20209.15,340,regular
378233,C1,C18,C2,C21,A1,B3,776706.13,0,regular
378234,C1,C14,C1,C14,A1,B1,654642.46,41305,regular
378235,C1,C12,C1,C11,A1,B1,33027439.34,0,regular
378236,C1,C19,C9,C95,A1,B1,476695.53,60,regular
378237,C1,C15,C1,C18,A1,B1,262206.6,0,regular
378238,C1,C10,C1,C17,A1,B1,300267.45,124695,regular
378239,C1,C19,C1,C19,A1,B1,689556.94,0,regular
378240,C1,C13,C2,C26,A1,B3,131971.32,0,regular
378241,C1,C12,C8,C85,A1,B3,563508.29,8172,regular
378242,C1,C13,C8,C87,A1,B3,256440.51,495061.32,regular
378243,C4,C40,C2,C20,A2,B3,180187.78,0,regular
378244,C1,C11,C1,C14,A1,B1,1680757.61,67486.27,regular
378245,C7,C71,C9,C90,A3,B1,1002654.83,11815,regular
378246,C4,C41,C7,C73,A2,B2,305897.01,0,regular
378247,C3,C37,C7,C73,A3,B2,3077946.57,0,regular
378248,C1,C10,C9,C92,A1,B1,600454.37,0,regular
378249,C2,C20,C6,C69,A1,B2,680619.93,5059,regular
378250,C1,C14,C1,C14,A1,B1,4425898.11,3019,regular
378251,C2,C21,C1,C15,A1,B1,799280.21,0,regular
378252,C1,C11,C1,C16,A1,B1,554548.82,0,regular
378253,C1,C16,C2,C21,A1,B3,1134513.21,0,regular
378254,C1,C16,C1,C18,A1,B1,14359.14,169,regular
378255,C8,C87,C1,C14,A1,B1,168719.04,0,regular
378256,C1,C17,C6,C67,A1,B2,143462.37,0,regular
378257,C6,C63,C1,C11,A2,B1,233968.1,0,regular
378258,C9,C90,C4,C44,A2,B3,582034.14,9904.67,regular
378259,C1,C14,C6,C68,A1,B2,1987975.97,0,regular
378260,C2,C21,C4,C40,A1,B3,1074286.38,173,regular
378261,C1,C18,C8,C85,A1,B3,547112.31,0,regular
378262,C1,C15,C1,C17,A1,B1,6065254.66,0,regular
378263,C3,C31,C9,C96,A3,B1,94661.06,0,regular
378264,C8,C85,C1,C14,A1,B1,299854.96,0,regular
378265,C4,C48,C1,C10,A2,B1,345263.05,0,regular
378266,C7,C79,C9,C95,A3,B1,352115.15,0,regular
378267,C4,C48,C7,C78,A2,B2,1256070.75,0,regular
378268,C9,C97,C1,C19,A2,B1,2523602.25,43401,regular
378269,C1,C15,C2,C21,A1,B3,297607.72,56483,regular
378270,C1,C15,C6,C67,A1,B2,155031.54,72442.5,regular
378271,C1,C10,C1,C11,A1,B1,18729.04,0,regular
378272,C1,C10,C4,C45,A1,B3,643524.58,0,regular
378273,C1,C14,C7,C73,A1,B2,57715.19,110,regular
378274,C6,C64,C3,C37,A2,B2,457209.97,0,regular
378275,C7,C76,C1,C12,A3,B1,740851.58,0,regular
378276,C1,C15,C1,C18,A1,B1,1666422.62,0,regular
378277,C2,C20,C1,C14,A1,B1,1246771.74,100,regular
378278,C1,C19,C3,C36,A1,B2,50524.69,1031,regular
378279,C5,C55,C1,C19,A3,B1,667219.16,5121,regular
378280,C3,C38,C1,C13,A3,B1,283616.14,0,regular
378281,C5,C53,C3,C32,A3,B2,3148815.24,11678,regular
378282,C2,C21,C4,C45,A1,B3,1232102.62,0,regular
378283,C5,C55,C1,C15,A3,B1,47104.33,0,regular
378284,C1,C14,C7,C72,A1,B2,1082767.35,0,regular
378285,C1,C18,C6,C69,A1,B2,1145622.84,0,regular
378286,C1,C15,C3,C36,A1,B2,109865.4,82030,regular
378287,C1,C17,C2,C26,A1,B3,2387836.27,0,regular
378288,C8,C81,C1,C14,A1,B1,25915.02,15037.28,regular
378289,C1,C10,C1,C14,A1,B1,602050.55,0,regular
378290,C2,C20,C2,C21,A1,B3,353504.55,21971,regular
378291,C6,C68,C3,C36,A2,B2,295386.7,661,regular
